id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,sale_type,saleprice,pool_score,garage_score,fireplace_score,basement_score,kitchen_score,overall_score
1058,528114040,20,RL,104.0,14418,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,480.0,5,3,PConc,5,3,4.0,6.0,1375.0,1.0,0.0,575.0,1950.0,GasA,5,Y,SBrkr,1950,0,0,1950,1.0,0.0,2,0,2,1,5,7,Typ,1,4,2007.0,3.0,3.0,706.0,3,3,Y,156,207,0,0,0,0,0,0.0,0,5,2008,WD ,383000,0,19062,4,29250,5,45
2348,527354040,20,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,102.0,3,3,CBlock,4,3,3.0,6.0,929.0,1.0,0.0,916.0,1845.0,GasA,4,Y,SBrkr,1872,0,0,1872,0.0,1.0,2,0,3,1,3,6,Typ,1,3,1988.0,3.0,2.0,604.0,3,3,Y,197,39,0,0,0,0,0,0.0,0,6,2006,WD ,241500,0,10872,3,22140,3,35
1527,909252220,50,RL,63.0,15564,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,6,1914,1995,Gable,CompShg,Wd Sdng,Wd Shng,0.0,3,3,BrkTil,4,3,1.0,1.0,0.0,1.0,0.0,676.0,676.0,GasA,5,Y,SBrkr,676,588,0,1264,0.0,0.0,1,0,3,1,3,6,Typ,0,0,1994.0,1.0,2.0,400.0,3,3,Y,424,0,0,0,0,0,0,0.0,400,1,2008,WD ,147500,0,7200,0,8112,3,36
1011,527208010,60,RL,101.0,13543,Pave,IR1,HLS,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,130.0,4,3,PConc,5,3,4.0,6.0,16.0,1.0,0.0,1152.0,1168.0,GasA,5,Y,SBrkr,1168,1332,0,2500,0.0,0.0,3,1,5,1,5,9,Typ,1,4,2005.0,3.0,3.0,683.0,3,3,Y,192,32,0,0,0,0,0,0.0,0,7,2008,WD ,355000,0,18441,4,17520,5,40
1332,903225050,45,RM,50.0,6130,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,BrkTil,3,3,1.0,5.0,784.0,1.0,0.0,0.0,784.0,GasA,4,Y,SBrkr,784,0,0,784,1.0,0.0,1,0,2,1,4,5,Typ,0,0,-1.0,0.0,0.0,0.0,0,0,Y,0,0,116,0,0,0,0,0.0,0,5,2008,WD ,109500,0,0,0,7056,4,30
709,902205010,30,RM,50.0,5925,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,4,BrkTil,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,2,N,FuseA,612,0,0,612,0.0,0.0,1,0,1,1,3,4,Typ,0,0,1965.0,1.0,1.0,308.0,3,2,N,0,0,25,0,0,0,0,0.0,0,10,2009,WD ,45000,0,1848,0,0,3,8
209,904100140,70,RL,0.0,24090,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,4,CBlock,3,3,2.0,1.0,0.0,1.0,0.0,1032.0,1032.0,GasA,5,Y,SBrkr,1207,1196,0,2403,0.0,0.0,2,0,4,1,3,10,Typ,2,3,1940.0,1.0,1.0,349.0,3,3,Y,56,0,318,0,0,0,0,0.0,0,6,2010,COD,244400,0,3141,6,9288,3,49
619,534476150,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,238.0,3,3,CBlock,3,3,1.0,6.0,1285.0,1.0,0.0,131.0,1416.0,GasA,3,Y,SBrkr,1644,0,0,1644,1.0,0.0,1,0,3,1,3,7,Typ,2,4,1953.0,3.0,2.0,418.0,3,3,Y,110,0,0,0,0,0,0,0.0,0,10,2009,WD ,167000,0,7524,8,12744,3,30
2150,907262020,60,RL,65.0,8158,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,214.0,4,3,PConc,4,3,1.0,1.0,0.0,1.0,0.0,860.0,860.0,GasA,5,Y,SBrkr,860,869,0,1729,0.0,0.0,2,1,3,1,4,7,Typ,0,0,2002.0,3.0,2.0,542.0,3,3,Y,386,63,0,0,0,0,0,0.0,0,8,2007,WD ,200000,0,9756,0,10320,4,35
2704,904302020,30,RL,50.0,5220,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,3,1936,1950,Gable,CompShg,Wd Sdng,Wd Shng,0.0,3,3,BrkTil,3,3,1.0,1.0,0.0,1.0,0.0,830.0,830.0,GasA,4,Y,SBrkr,879,0,0,879,0.0,0.0,1,0,2,1,3,4,Typ,0,0,1936.0,1.0,1.0,180.0,3,3,P,0,108,0,0,0,0,0,0.0,0,1,2006,WD ,80000,0,1620,0,7470,3,15
2839,908275220,20,RL,60.0,8172,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,0.0,3,3,CBlock,3,3,1.0,3.0,167.0,1.0,0.0,697.0,864.0,GasA,3,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,2,1,3,5,Typ,0,0,1957.0,1.0,2.0,572.0,3,3,N,0,0,0,0,0,0,0,0.0,0,4,2006,WD ,115000,0,10296,0,7776,3,35
1242,535178060,20,RL,72.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,74.0,3,3,CBlock,4,3,1.0,2.0,616.0,1.0,0.0,580.0,1196.0,GasA,4,Y,FuseA,1196,0,0,1196,1.0,0.0,1,0,2,1,3,6,Typ,1,4,1956.0,2.0,1.0,297.0,3,3,Y,0,44,0,0,0,0,0,0.0,0,5,2008,WD ,139000,0,2673,4,14352,3,30
2714,905107070,60,RL,74.0,7844,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,203.0,3,3,CBlock,3,3,1.0,5.0,209.0,1.0,0.0,463.0,672.0,GasA,3,Y,SBrkr,672,728,0,1400,0.0,0.0,1,1,3,1,3,6,Typ,1,3,1978.0,3.0,2.0,440.0,3,3,Y,0,0,0,0,0,0,0,0.0,0,3,2006,WD ,149500,0,7920,3,6048,3,42
799,905480210,70,RL,60.0,9084,Pave,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,CBlock,3,3,2.0,1.0,0.0,1.0,0.0,755.0,755.0,GasA,3,Y,SBrkr,755,755,0,1510,1.0,0.0,1,0,4,1,3,7,Typ,1,4,1940.0,1.0,1.0,296.0,2,1,P,120,0,0,0,0,0,0,3.0,0,10,2009,WD ,108000,0,592,4,6795,3,20
1260,535383100,190,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,2Story,4,7,1900,2000,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,BrkTil,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,3,N,FuseA,694,600,0,1294,0.0,0.0,2,0,3,2,3,7,Typ,0,0,-1.0,0.0,0.0,0.0,0,0,N,220,114,210,0,0,0,0,0.0,0,8,2008,WD ,106250,0,0,0,0,6,28
2107,906380160,20,RL,74.0,8556,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,3.0,1.0,0.0,1.0,0.0,1240.0,1240.0,GasA,5,Y,SBrkr,1240,0,0,1240,0.0,0.0,2,0,2,1,4,5,Typ,0,0,2006.0,2.0,3.0,826.0,3,3,Y,140,93,0,0,0,0,0,0.0,0,5,2007,WD ,194000,0,22302,0,14880,4,35
2486,532351060,20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,RRAe,Norm,1Fam,1Story,5,4,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,51.0,3,3,CBlock,3,3,1.0,2.0,36.0,1.0,0.0,952.0,988.0,GasA,5,Y,SBrkr,988,0,0,988,1.0,0.0,1,0,3,1,3,6,Typ,0,0,1977.0,1.0,2.0,624.0,3,3,Y,0,0,0,0,0,0,0,0.0,0,7,2006,WD ,129500,0,11232,0,8892,3,20
1911,535101150,90,RL,63.0,8668,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,Duplex,1Story,5,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,CBlock,3,3,1.0,1.0,0.0,1.0,0.0,1560.0,1560.0,GasA,3,Y,SBrkr,1560,0,0,1560,0.0,0.0,2,0,4,2,3,8,Typ,0,0,1968.0,1.0,3.0,792.0,3,3,Y,0,0,0,0,0,0,0,0.0,0,5,2007,WD ,126000,0,21384,0,14040,6,25
896,908225290,20,RL,70.0,11767,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,CBlock,2,3,2.0,3.0,1078.0,1.0,0.0,0.0,1078.0,GasA,3,Y,FuseA,1368,0,0,1368,1.0,0.0,1,0,3,1,3,6,Min1,0,0,1950.0,2.0,1.0,195.0,3,3,Y,0,41,211,0,0,0,0,0.0,900,6,2009,WD ,120000,0,1755,0,6468,3,25
272,907410080,20,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,109.0,4,3,PConc,4,3,3.0,6.0,712.0,1.0,0.0,761.0,1473.0,GasA,5,Y,SBrkr,1484,0,0,1484,1.0,0.0,2,0,3,1,4,7,Typ,0,0,2004.0,2.0,2.0,606.0,3,3,Y,0,35,0,144,0,0,0,0.0,0,5,2010,WD ,213000,0,10908,0,17676,4,35
2521,533253090,120,RL,40.0,3874,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,4,3,CBlock,4,3,4.0,6.0,807.0,1.0,0.0,419.0,1226.0,GasA,3,Y,SBrkr,1226,0,0,1226,1.0,0.0,1,0,1,1,4,4,Typ,1,2,1980.0,3.0,2.0,484.0,3,3,Y,133,78,0,0,0,0,0,0.0,0,7,2006,WD ,190000,0,8712,2,14712,4,40
2324,527158020,20,RL,0.0,8076,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,6,1993,1994,Gable,CompShg,HdBoard,HdBoard,112.0,3,3,PConc,4,3,1.0,6.0,705.0,1.0,0.0,455.0,1160.0,GasA,4,Y,SBrkr,1169,0,0,1169,0.0,1.0,2,0,3,1,3,6,Typ,1,3,1993.0,3.0,2.0,402.0,3,3,Y,0,26,0,0,144,0,0,3.0,0,7,2006,WD ,183500,0,7236,3,13920,3,36
1953,535402140,80,RL,93.0,10090,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,7,5,1963,1999,Gable,CompShg,Plywood,Plywood,364.0,3,3,CBlock,3,3,3.0,3.0,242.0,5.0,483.0,0.0,725.0,GasA,3,Y,SBrkr,1035,616,0,1651,0.0,1.0,2,0,4,1,3,6,Typ,2,3,1963.0,1.0,1.0,276.0,3,3,Y,460,46,0,0,165,0,0,3.0,0,10,2007,WD ,172000,0,2484,6,6525,3,35
887,908102290,20,RL,67.0,8877,Pave,Reg,Lvl,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,CBlock,3,3,2.0,5.0,690.0,1.0,0.0,126.0,816.0,GasA,5,Y,SBrkr,816,0,0,816,1.0,0.0,1,0,2,1,3,3,Typ,1,4,1958.0,1.0,1.0,288.0,2,2,Y,0,0,0,0,0,0,0,0.0,0,5,2009,WD ,100000,0,1152,4,7344,3,24
1479,907418010,20,RL,85.0,11058,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,212.0,4,3,PConc,4,3,1.0,6.0,56.0,1.0,0.0,1508.0,1564.0,GasA,5,Y,SBrkr,1564,0,0,1564,0.0,0.0,2,0,3,1,4,6,Typ,0,0,2007.0,2.0,3.0,814.0,3,3,Y,0,24,0,0,0,0,0,0.0,0,2,2008,WD ,218836,0,21978,0,18768,4,42
1317,902326060,190,RM,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,1.5Fin,6,7,1905,2000,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,2,3,1.0,1.0,0.0,1.0,0.0,482.0,482.0,GasA,5,N,SBrkr,1221,691,0,1912,0.0,0.0,2,0,3,2,3,7,Typ,1,3,2003.0,1.0,2.0,672.0,4,3,Y,0,25,212,0,0,0,0,0.0,0,4,2008,WD ,163000,0,16128,3,2892,6,42
1750,528235170,20,RL,59.0,10936,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,3.0,1.0,0.0,1.0,0.0,1510.0,1510.0,GasA,5,Y,SBrkr,1525,0,0,1525,0.0,0.0,2,1,3,1,4,6,Typ,1,4,2006.0,2.0,2.0,534.0,3,3,Y,100,18,0,0,0,0,0,0.0,0,4,2007,New,206580,0,9612,4,18120,4,35
2815,907420070,60,RL,65.0,8461,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,1.0,1.0,0.0,1.0,0.0,728.0,728.0,GasA,5,Y,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,4,8,Typ,1,4,2005.0,3.0,2.0,390.0,3,3,Y,0,24,0,0,0,0,0,0.0,0,7,2006,New,163990,0,7020,4,8736,4,30
2692,903452090,70,RM,60.0,7518,Pave,Reg,Lvl,AllPub,FR3,Gtl,Norm,Norm,1Fam,2Story,5,8,1910,2004,Gable,CompShg,AsbShng,Plywood,0.0,2,4,BrkTil,2,2,1.0,1.0,0.0,1.0,0.0,396.0,396.0,GasA,4,Y,SBrkr,665,665,0,1330,0.0,0.0,1,0,3,1,3,7,Typ,0,0,2001.0,1.0,1.0,390.0,3,3,N,0,72,45,0,0,0,0,3.0,0,7,2006,WD ,116500,0,3510,0,1584,3,40
1090,528240050,60,RL,0.0,8010,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,1.0,1.0,0.0,1.0,0.0,840.0,840.0,GasA,5,Y,SBrkr,840,880,0,1720,0.0,0.0,2,1,3,1,4,7,Typ,1,4,2002.0,3.0,2.0,400.0,3,3,Y,138,48,0,0,0,0,0,0.0,0,7,2008,WD ,188000,0,7200,4,10080,4,35
1912,535102010,85,RL,0.0,10050,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SFoyer,5,6,1966,1966,Gable,CompShg,HdBoard,HdBoard,87.0,3,3,CBlock,3,3,3.0,6.0,602.0,1.0,0.0,191.0,793.0,GasA,5,Y,SBrkr,1280,0,0,1280,0.0,1.0,2,0,3,1,3,6,Typ,1,3,1966.0,3.0,2.0,432.0,3,3,Y,140,40,0,0,0,0,0,0.0,0,6,2007,WD ,175000,0,7776,3,7137,3,30
1634,527184020,120,RL,38.0,4740,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,CemntBd,CmentBd,0.0,4,3,CBlock,4,3,4.0,6.0,248.0,1.0,0.0,918.0,1166.0,GasA,4,Y,SBrkr,1179,0,0,1179,1.0,0.0,2,0,2,1,3,5,Typ,0,0,1988.0,2.0,2.0,480.0,3,3,Y,0,108,0,0,135,0,0,0.0,0,10,2007,WD ,182000,0,8640,0,13992,3,40
1974,902100010,30,RM,60.0,6978,Pave,Reg,Bnk,AllPub,Inside,Gtl,Artery,Norm,1Fam,1Story,5,7,1926,1980,Gable,CompShg,MetalSd,MetalSd,0.0,4,4,BrkTil,3,3,1.0,1.0,0.0,1.0,0.0,850.0,850.0,GasA,3,Y,SBrkr,960,0,0,960,0.0,0.0,1,0,2,1,3,5,Typ,0,0,1981.0,2.0,2.0,576.0,3,3,Y,0,0,116,0,0,0,0,0.0,0,4,2007,WD ,103000,0,10368,0,7650,3,35
1764,528327060,20,RL,0.0,11400,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,10,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,705.0,5,3,PConc,5,3,4.0,6.0,1282.0,1.0,0.0,1351.0,2633.0,GasA,5,Y,SBrkr,2633,0,0,2633,1.0,0.0,2,1,2,1,5,8,Typ,2,4,2001.0,2.0,3.0,804.0,3,3,Y,314,140,0,0,0,0,0,0.0,0,3,2007,WD ,466500,0,21708,8,39495,5,50
634,535154130,20,RL,66.0,9240,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,8,1959,1998,Hip,CompShg,MetalSd,MetalSd,0.0,4,3,CBlock,3,3,1.0,5.0,708.0,1.0,0.0,280.0,988.0,GasA,3,Y,SBrkr,988,0,0,988,1.0,0.0,2,0,3,1,4,6,Typ,0,0,1959.0,1.0,1.0,297.0,3,3,Y,156,0,0,0,0,0,0,0.0,0,6,2009,WD ,149500,0,2673,0,8892,4,48
1683,527455030,120,RL,24.0,2304,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,1Story,7,7,1978,1978,Gable,CompShg,Plywood,Brk Cmn,0.0,3,3,CBlock,4,3,1.0,6.0,632.0,1.0,6.0,423.0,1061.0,GasA,3,Y,SBrkr,1055,0,0,1055,0.0,0.0,2,0,2,1,3,4,Typ,0,0,1978.0,1.0,1.0,319.0,3,3,Y,108,32,0,0,0,0,0,0.0,0,4,2007,WD ,142500,0,2871,0,12732,3,49
2199,909251030,30,RL,54.0,7223,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1926,1950,Hip,CompShg,Stucco,Plywood,0.0,3,3,PConc,3,3,2.0,4.0,319.0,1.0,0.0,971.0,1290.0,GasA,3,Y,SBrkr,1422,0,0,1422,0.0,0.0,1,0,3,1,3,6,Typ,0,0,1973.0,1.0,1.0,352.0,3,3,Y,0,0,64,0,0,0,0,3.0,0,4,2007,WD ,136500,0,3168,0,11610,3,25
2789,907230240,160,RH,0.0,3612,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,PConc,4,3,1.0,6.0,338.0,1.0,0.0,292.0,630.0,GasA,5,Y,SBrkr,630,690,0,1320,0.0,0.0,2,1,3,1,3,5,Typ,0,0,1993.0,1.0,2.0,484.0,3,3,Y,0,48,0,0,0,0,0,3.0,0,6,2006,WD ,137000,0,8712,0,7560,3,30
1018,527301245,20,RL,63.0,12680,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,6,1988,1988,Gable,CompShg,Plywood,Wd Sdng,102.0,4,3,CBlock,4,4,2.0,6.0,983.0,1.0,0.0,692.0,1675.0,GasA,5,Y,SBrkr,1688,0,0,1688,1.0,0.0,2,0,2,1,5,6,Typ,1,5,1988.0,2.0,2.0,528.0,3,3,Y,0,48,0,0,141,0,0,0.0,0,6,2008,WD ,226500,0,9504,5,26800,5,42
14,527180040,20,RL,85.0,10176,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,0.0,3,3,PConc,4,3,4.0,6.0,637.0,1.0,0.0,663.0,1300.0,GasA,4,Y,SBrkr,1341,0,0,1341,1.0,0.0,1,1,2,1,4,5,Typ,1,1,1990.0,1.0,2.0,506.0,3,3,Y,192,0,0,0,0,0,0,0.0,0,2,2010,WD ,171500,0,9108,1,15600,4,35
2782,907200170,80,RL,55.0,10780,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,CBlock,3,3,3.0,5.0,483.0,1.0,0.0,428.0,911.0,GasA,4,Y,SBrkr,954,0,0,954,0.0,0.0,1,0,3,1,3,6,Typ,0,0,1976.0,1.0,2.0,576.0,3,3,Y,0,0,0,0,0,0,0,0.0,0,7,2006,WD ,132500,0,10368,0,8199,3,25
2626,535454050,90,RL,0.0,8544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,340.0,3,3,Slab,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wall,2,N,FuseA,1040,0,0,1040,0.0,0.0,2,0,2,2,3,6,Typ,0,0,1949.0,1.0,2.0,400.0,3,3,Y,0,0,0,0,0,0,0,0.0,0,5,2006,WD ,87500,0,7200,0,0,6,12
1175,533234020,60,FV,79.0,10646,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,513.0,3,3,PConc,3,3,1.0,6.0,681.0,1.0,0.0,177.0,858.0,GasA,5,Y,SBrkr,872,917,0,1789,1.0,0.0,2,1,3,1,3,7,Typ,1,3,2001.0,3.0,2.0,546.0,3,3,Y,0,0,0,0,0,0,0,0.0,0,6,2008,WD ,223000,0,9828,3,7722,3,35
1232,535105060,20,RL,80.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,9,1962,2005,Gable,CompShg,Wd Sdng,Wd Sdng,237.0,4,4,CBlock,3,3,1.0,1.0,0.0,1.0,0.0,1319.0,1319.0,GasA,3,Y,SBrkr,1537,0,0,1537,1.0,0.0,1,1,3,1,4,7,Typ,1,4,1962.0,2.0,2.0,462.0,3,3,Y,0,36,0,0,0,0,0,4.0,0,7,2008,COD,174000,0,8316,4,11871,4,54
2590,535325450,20,RL,85.0,15428,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1951,1991,Hip,CompShg,MetalSd,MetalSd,0.0,3,3,CBlock,3,3,1.0,3.0,741.0,1.0,0.0,143.0,884.0,GasA,5,Y,SBrkr,884,0,0,884,1.0,0.0,1,0,2,1,3,4,Typ,0,0,1951.0,3.0,1.0,270.0,3,3,Y,0,0,0,0,195,0,0,0.0,0,6,2006,WD ,142000,0,2430,0,7956,3,30
2463,528477030,20,FV,81.0,11216,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,4,1.0,1.0,0.0,1.0,0.0,1489.0,1489.0,GasA,5,Y,SBrkr,1489,0,0,1489,0.0,0.0,2,0,3,1,4,7,Typ,1,4,2006.0,2.0,2.0,776.0,3,3,Y,0,140,0,0,0,0,0,0.0,0,6,2006,New,232600,0,13968,4,23824,4,40
2358,527377030,20,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,99.0,3,3,CBlock,3,3,1.0,5.0,663.0,2.0,377.0,0.0,1040.0,GasA,2,Y,SBrkr,1309,0,0,1309,1.0,0.0,1,1,3,1,4,5,Typ,1,2,1974.0,2.0,2.0,484.0,3,3,Y,265,0,0,0,0,648,2,4.0,0,1,2006,WD ,181000,1296,8712,2,9360,4,36
2911,923225260,160,RM,42.0,3964,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,0.0,3,3,CBlock,4,3,1.0,5.0,837.0,1.0,0.0,105.0,942.0,GasA,4,Y,SBrkr,1291,1230,0,2521,1.0,0.0,2,1,5,1,3,10,Maj1,1,4,1973.0,3.0,2.0,576.0,3,3,Y,728,20,0,0,0,0,0,4.0,0,6,2006,WD ,151400,0,10368,4,11304,3,24
1699,528112150,20,RL,98.0,11428,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,248.0,4,3,PConc,4,3,1.0,1.0,0.0,1.0,0.0,1626.0,1626.0,GasA,5,Y,SBrkr,1634,0,0,1634,0.0,0.0,2,0,3,1,4,7,Typ,1,4,2006.0,2.0,3.0,866.0,3,3,Y,0,44,0,0,0,0,0,0.0,0,5,2007,WD ,250000,0,23382,4,19512,4,40
115,534152100,60,RL,80.0,10421,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,42.0,3,3,CBlock,4,3,1.0,6.0,394.0,1.0,0.0,586.0,980.0,GasA,3,Y,SBrkr,980,734,0,1714,0.0,0.0,2,1,3,1,3,7,Typ,1,3,1988.0,1.0,2.0,496.0,3,3,Y,228,66,156,0,0,0,0,3.0,500,3,2010,WD ,196500,0,8928,3,11760,3,35
1998,902330090,75,RM,75.0,13500,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2.5Unf,7,8,1879,1987,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,4,PConc,3,3,1.0,1.0,0.0,1.0,0.0,819.0,819.0,GasA,3,Y,FuseA,1312,1142,0,2454,0.0,0.0,2,0,3,1,3,8,Typ,1,4,1950.0,1.0,2.0,576.0,3,3,N,0,148,150,0,0,0,0,3.0,0,2,2007,WD ,185000,0,10368,4,7371,3,56
